date	it	instrument	satellite	channel	nassim	nrej	oberr	OmF_wobc	OmF_bc	pen	rms	std
2021-05-11 03:00:00	3	amsua	metop-b	7	849	0	-0.23	-1.1289255	0.0007328	0.7896198	0.2044821	0.2044807
2021-05-11 03:00:00	3	amsua	metop-b	8	849	0	0.25	-0.841536	0.0148042	0.4259136	0.1632422	0.1625695
2021-05-11 03:00:00	3	amsua	metop-b	9	849	0	0.25	-0.5667576	-0.0145139	0.3969033	0.1577043	0.157035
2021-05-11 03:00:00	3	amsua	metop-b	10	849	0	0.35	-0.2074104	0.0130045	0.3127976	0.1966442	0.1962137
2021-05-11 03:00:00	3	amsua	metop-b	11	849	0	-0.4	-0.03417	0.2112145	0.6226292	0.3220995	0.2431801
2021-05-11 03:00:00	0	amsua	metop-b	12	833	16	-0.55	0.30928	0.5640471	1.2109395	0.6617082	0.3459894
2021-05-11 03:00:00	0	amsua	metop-b	13	96	753	-0.8	0.7034053	0.9440679	0.7808877	0.9750562	0.2438653
2021-05-11 04:00:00	1	amsua	n15	7	734	0	0.25	-0.1700721	0.0926849	0.4911447	0.1761302	0.149771
2021-05-11 04:00:00	1	amsua	n15	8	734	0	0.275	-0.1004987	0.1458295	0.5677951	0.2073301	0.1473755
2021-05-11 04:00:00	1	amsua	n15	9	734	0	0.34	-0.0223941	-0.0256243	0.5557866	0.2538138	0.252517
2021-05-11 04:00:00	1	amsua	n15	10	734	0	0.4	0.2390118	0.0522957	0.3548461	0.2393915	0.2336097
2021-05-11 04:00:00	1	amsua	n15	12	734	0	-1.0	0.7071456	0.6279078	0.4735044	0.7525175	0.4147461
2021-05-11 04:00:00	1	amsua	n15	13	121	613	-1.5	1.7125187	1.8595424	0.8302446	1.8954906	0.3674055
2021-05-11 04:00:00	1	amsua	n18	1	150	5	2.5	-4.3587882	-1.0850282	0.1243099	2.2001993	1.9140509
2021-05-11 04:00:00	1	amsua	n18	2	155	0	2.2	-3.1254087	-0.5507787	0.0589643	1.6989529	1.6071975
2021-05-11 04:00:00	1	amsua	n18	3	155	0	2.0	-0.8214477	-0.8308971	0.1397072	1.5475313	1.3055509
2021-05-11 04:00:00	1	amsua	n18	4	155	0	0.55	-0.3732714	-0.0388332	0.1185918	0.3396797	0.3374526
2021-05-11 04:00:00	1	amsua	n18	5	155	0	-0.3	-0.5399127	0.0667687	0.4311721	0.2546037	0.2456929
2021-05-11 04:00:00	1	amsua	n18	6	670	0	0.23	-1.2370632	0.0150406	0.4994406	0.1649506	0.1642634
2021-05-11 04:00:00	1	amsua	n18	7	706	1	0.23	-1.5676108	0.0853793	0.8428837	0.2112837	0.1932646
2021-05-11 04:00:00	1	amsua	n18	8	696	11	-0.25	-1.0541792	0.0477003	1.4638748	0.3026365	0.2988537
2021-05-11 04:00:00	1	amsua	n18	9	707	0	-0.25	-1.171691	-0.0082521	0.7211393	0.2125718	0.2124115
2021-05-11 04:00:00	1	amsua	n18	10	707	0	0.35	-0.9159709	-0.0412494	0.4590539	0.2382239	0.2346255
2021-05-11 04:00:00	1	amsua	n18	11	707	0	-0.4	-0.9111845	0.1134151	0.5480272	0.3023103	0.2802294
2021-05-11 04:00:00	1	amsua	n18	12	699	8	-0.55	-0.496524	0.2794718	0.6829436	0.4975541	0.4116498
2021-05-11 04:00:00	1	amsua	n18	13	149	558	-0.8	0.0409325	0.8535237	0.6679328	0.908733	0.3119182
2021-05-11 04:00:00	1	amsua	n18	14	1	706	-3.0	0.9537178	0.9537178	0.0152096	0.9537178	0.0
2021-05-11 04:00:00	1	amsua	n18	15	152	3	3.5	0.2053873	0.4040345	0.0927805	1.9005537	1.8571108
2021-05-11 04:00:00	1	amsua	metop-b	7	1230	9	-0.23	-1.1302769	0.0180921	0.6929155	0.1915598	0.1907035
2021-05-11 04:00:00	1	amsua	metop-b	8	1232	7	0.25	-0.7933832	0.1258369	0.9928354	0.2492335	0.2151334
2021-05-11 04:00:00	1	amsua	metop-b	9	1220	19	0.25	-0.6145591	-0.0814148	0.9806249	0.2478893	0.2341383
2021-05-11 04:00:00	1	amsua	metop-b	10	1234	5	0.35	-0.2269195	0.0235568	0.641527	0.2816242	0.2806373
2021-05-11 04:00:00	1	amsua	metop-b	11	1226	13	-0.4	-0.0989518	0.2224748	1.0150517	0.4114815	0.3461531
2021-05-11 04:00:00	1	amsua	metop-b	12	1087	152	-0.55	0.2144627	0.5287484	1.3644087	0.7036396	0.4642562
2021-05-11 04:00:00	1	amsua	metop-b	13	114	1125	-0.8	0.4335805	0.8261885	0.6640272	0.9023624	0.362864
2021-05-11 04:00:00	1	amsua	metop-b	14	2	1237	-3.0	1.0449453	1.0449453	0.0181346	1.044984	0.009002
2021-05-11 04:00:00	2	amsua	n15	6	1	0	-0.23	-2.4068617	0.6094379	7.0157552	0.6094379	0.0
2021-05-11 04:00:00	2	amsua	n15	7	734	0	0.25	-0.2433851	0.0180306	0.2454211	0.1244234	0.12311
2021-05-11 04:00:00	2	amsua	n15	8	734	0	0.275	-0.1848477	0.0380639	0.2221985	0.1296991	0.1239879
2021-05-11 04:00:00	2	amsua	n15	9	734	0	0.34	-0.0671963	-0.0590765	0.2851749	0.1818064	0.1719405
2021-05-11 04:00:00	2	amsua	n15	10	734	0	0.4	0.1947596	0.006845	0.2139574	0.1858916	0.1857655
2021-05-11 04:00:00	2	amsua	n15	12	734	0	-1.0	0.6228724	0.5440067	0.4040221	0.6951346	0.4327457
2021-05-11 04:00:00	2	amsua	n15	13	185	549	-1.5	1.5623075	1.7005593	0.7006709	1.7539311	0.4293859
2021-05-11 04:00:00	2	amsua	n18	1	170	8	2.5	-4.4967623	-0.8796401	0.1104294	2.0983169	1.9050374
2021-05-11 04:00:00	2	amsua	n18	2	178	0	2.2	-3.3279795	-0.4938238	0.0636113	1.7645028	1.6939918
2021-05-11 04:00:00	2	amsua	n18	3	178	0	2.0	-0.8163049	-0.6490766	0.1185292	1.4178125	1.2605125
2021-05-11 04:00:00	2	amsua	n18	4	178	0	0.55	-0.3337557	0.0061706	0.0946821	0.3029087	0.3028458
2021-05-11 04:00:00	2	amsua	n18	5	178	0	-0.3	-0.5307847	0.0740431	0.4402838	0.2647766	0.254213
2021-05-11 04:00:00	2	amsua	n18	6	673	0	0.23	-1.2724919	-0.014631	0.3259615	0.1336633	0.1328602
2021-05-11 04:00:00	2	amsua	n18	7	707	0	0.23	-1.613885	0.0371039	0.5530632	0.1711452	0.1670748
2021-05-11 04:00:00	2	amsua	n18	8	700	7	-0.25	-1.0955723	0.0078084	1.387912	0.2946795	0.294576
2021-05-11 04:00:00	2	amsua	n18	9	707	0	-0.25	-1.1666442	-0.0016647	0.5508024	0.1857772	0.1857697
2021-05-11 04:00:00	2	amsua	n18	10	707	0	0.35	-0.888961	-0.0136075	0.3092726	0.1955256	0.1950516
2021-05-11 04:00:00	2	amsua	n18	11	707	0	-0.4	-0.8959831	0.130114	0.5237655	0.2954774	0.2652871
2021-05-11 04:00:00	2	amsua	n18	12	700	7	-0.55	-0.5062878	0.2695053	0.647903	0.4843579	0.4024543
2021-05-11 04:00:00	2	amsua	n18	13	150	557	-0.8	0.0448607	0.8559461	0.6635192	0.9053847	0.2950894
2021-05-11 04:00:00	2	amsua	n18	14	1	706	-3.0	0.9284482	0.9284482	0.014417	0.9284482	0.0
